         7002162 function calls (6892138 primitive calls) in 114.350 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8834    0.014    0.000    2.025    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:1746(callHandlers)
     8834    0.013    0.000    2.011    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:1011(handle)
     8834    0.005    0.000    1.982    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:1266(emit)
     8834    0.014    0.000    1.976    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:1148(emit)
        2    0.000    0.000    1.661    0.830 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/pyplot.py:1223(savefig)
     8834    0.005    0.000    1.500    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:988(format)
     8834    0.012    0.000    1.496    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:690(format)
     8834    0.014    0.000    1.446    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:383(getMessage)
        1    0.000    0.000    1.412    1.412 /home/logan/persona-research-internship/LLM_Categorical_Hierarchical_Representations/hierarchical/plotting.py:20(cos_heatmap)
        2    0.000    0.000    1.274    0.637 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/figure.py:3239(savefig)
        2    0.000    0.000    1.274    0.637 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backend_bases.py:2063(print_figure)
        6    0.000    0.000    1.215    0.203 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/artist.py:93(draw_wrapper)
   2556/6    0.005    0.000    1.215    0.203 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/artist.py:54(draw_wrapper)
        6    0.000    0.000    1.215    0.203 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/figure.py:3142(draw)
     30/6    0.000    0.000    1.206    0.201 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/image.py:114(_draw_list_compositing_images)
       24    0.001    0.000    1.206    0.050 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axes/_base.py:3072(draw)
     2208    0.012    0.000    1.196    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor.py:517(__repr__)
     2208    0.033    0.000    1.184    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor_str.py:705(_str)
     2208    0.064    0.000    1.072    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor_str.py:398(_str_intern)
     2208    0.024    0.000    0.972    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor_str.py:310(_tensor_str)
       32    0.001    0.000    0.811    0.025 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axes/_base.py:3005(_update_title_position)
      136    0.002    0.000    0.715    0.005 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:1356(get_tightbbox)
        4    0.000    0.000    0.686    0.171 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backend_bases.py:2054(<lambda>)
     2840    0.020    0.000    0.643    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/text.py:918(get_window_extent)
        4    0.000    0.000    0.578    0.145 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:380(draw)
     2208    0.138    0.000    0.563    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor_str.py:130(__init__)
     2838    0.058    0.000    0.556    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/text.py:358(_get_layout)
      368    0.517    0.001    0.540    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/sklearn/covariance/_empirical_covariance.py:60(empirical_covariance)
      9/5    0.000    0.000    0.519    0.104 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:446(wrapper)
        8    0.000    0.000    0.519    0.065 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axes/_base.py:4419(get_tightbbox)
712666/711653    0.146    0.000    0.504    0.000 {built-in method builtins.len}
      576    0.018    0.000    0.469    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:1295(_update_ticks)
     8834    0.013    0.000    0.459    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:1137(flush)
   196810    0.443    0.000    0.443    0.000 {built-in method torch.zeros}
    20/12    0.000    0.000    0.435    0.036 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/artist.py:1403(_get_tightbbox_for_layout_only)
      368    0.434    0.001    0.434    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/linalg/_linalg.py:3356(matmul)
     8834    0.432    0.000    0.432    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.428    0.428 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/transformers/models/auto/tokenization_auto.py:730(from_pretrained)
        1    0.000    0.000    0.398    0.398 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/pyplot.py:2793(tight_layout)
        1    0.000    0.000    0.398    0.398 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/figure.py:3513(tight_layout)
        1    0.000    0.000    0.398    0.398 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/layout_engine.py:163(execute)
        1    0.000    0.000    0.395    0.395 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/_tight_layout.py:194(get_tight_layout_figure)
        1    0.000    0.000    0.395    0.395 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/_tight_layout.py:20(_auto_adjust_subplotpars)
        2    0.000    0.000    0.387    0.193 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backend_bases.py:1890(draw_idle)
      368    0.004    0.000    0.383    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:1347(_get_ticklabel_bboxes)
       48    0.001    0.000    0.372    0.008 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:1415(draw)
     5676    0.010    0.000    0.360    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/text.py:65(_get_text_metrics_with_cache)
   201226    0.198    0.000    0.358    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor.py:1083(__len__)
        2    0.000    0.000    0.347    0.173 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backends/backend_pdf.py:2783(print_pdf)
        2    0.000    0.000    0.339    0.169 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:449(print_png)
        2    0.000    0.000    0.339    0.169 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:439(_print_pil)
      128    0.001    0.000    0.321    0.003 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:2403(_update_label_position)
        8    0.000    0.000    0.320    0.040 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:270(cached_file)
     13/8    0.000    0.000    0.319    0.040 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/huggingface_hub/utils/_validators.py:98(_inner_fn)
        1    0.000    0.000    0.319    0.319 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/transformers/models/auto/tokenization_auto.py:605(get_tokenizer_config)
        1    0.000    0.000    0.319    0.319 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/huggingface_hub/file_download.py:663(hf_hub_download)
        1    0.000    0.000    0.319    0.319 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/huggingface_hub/file_download.py:882(_hf_hub_download_to_cache_dir)
        1    0.000    0.000    0.318    0.318 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/huggingface_hub/file_download.py:1323(_get_metadata_or_catch_error)
        1    0.000    0.000    0.318    0.318 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/huggingface_hub/file_download.py:1246(get_hf_file_metadata)
      4/1    0.000    0.000    0.318    0.318 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/huggingface_hub/file_download.py:257(_request_wrapper)
      184    0.001    0.000    0.318    0.002 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:2188(_get_tick_boxes_siblings)
        2    0.000    0.000    0.318    0.159 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/requests/sessions.py:500(request)
     1524    0.317    0.000    0.317    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.316    0.158 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/requests/sessions.py:673(send)
        2    0.000    0.000    0.314    0.157 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/huggingface_hub/utils/_http.py:90(send)
        2    0.000    0.000    0.314    0.157 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/requests/adapters.py:613(send)
        2    0.000    0.000    0.313    0.157 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:594(urlopen)
        2    0.000    0.000    0.313    0.156 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:379(_make_request)
       18    0.000    0.000    0.290    0.016 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/image.py:629(draw)
       18    0.000    0.000    0.281    0.016 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/image.py:943(make_image)
       18    0.015    0.001    0.280    0.016 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/image.py:335(_make_image)
    40837    0.278    0.000    0.278    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     8834    0.022    0.000    0.273    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:1645(makeRecord)
       66    0.000    0.000    0.254    0.004 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/text.py:73(_get_text_metrics_with_cache_impl)
     8834    0.108    0.000    0.250    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:298(__init__)
       14    0.000    0.000    0.244    0.017 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/mathtext.py:62(parse)
        6    0.000    0.000    0.244    0.041 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/mathtext.py:81(_parse_cached)
    20976    0.030    0.000    0.239    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:69(_wrapreduction)
      368    0.004    0.000    0.235    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:1561(_array_repr_implementation)
8832/2208    0.034    0.000    0.230    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor_str.py:273(_tensor_str_with_formatter)
      368    0.152    0.000    0.228    0.001 /home/logan/persona-research-internship/LLM_Categorical_Hierarchical_Representations/hierarchical/category.py:113(category_to_indices_multi_word)
     1472    0.025    0.000    0.224    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/sklearn/utils/validation.py:718(check_array)
      369    0.003    0.000    0.216    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:595(array2string)
       36    0.000    0.000    0.214    0.006 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/image.py:161(_resample)
        2    0.000    0.000    0.212    0.106 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/urllib3/connection.py:481(getresponse)
        2    0.000    0.000    0.211    0.106 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/http/client.py:1367(getresponse)
        2    0.000    0.000    0.211    0.105 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/http/client.py:317(begin)
       43    0.000    0.000    0.210    0.005 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.210    0.105 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/http/client.py:284(_read_status)
        2    0.000    0.000    0.210    0.105 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/socket.py:693(readinto)
        2    0.000    0.000    0.210    0.105 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/ssl.py:1238(recv_into)
        2    0.000    0.000    0.210    0.105 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/ssl.py:1096(read)
        2    0.210    0.105    0.210    0.105 {method 'read' of '_ssl._SSLSocket' objects}
       36    0.208    0.006    0.209    0.006 {built-in method matplotlib._image.resample}
      369    0.002    0.000    0.208    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:540(wrapper)
      369    0.004    0.000    0.206    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:557(_array2string)
       22    0.000    0.000    0.189    0.009 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:207(get_text_width_height_descent)
     6624    0.080    0.000    0.182    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor_str.py:228(_vector_str)
        5    0.000    0.000    0.181    0.036 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/PIL/Image.py:2518(save)
       56    0.000    0.000    0.179    0.003 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:2644(_update_label_position)
     2944    0.006    0.000    0.178    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2349(sum)
      208    0.002    0.000    0.172    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/spines.py:142(get_window_extent)
      960    0.002    0.000    0.168    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/ticker.py:2169(__call__)
        5    0.000    0.000    0.167    0.033 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1300(_save)
        5    0.000    0.000    0.167    0.033 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/PIL/ImageFile.py:535(_save)
        5    0.000    0.000    0.167    0.033 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/PIL/ImageFile.py:563(_encode_tile)
       21    0.165    0.008    0.165    0.008 {method 'encode' of 'ImagingEncoder' objects}
    81024    0.053    0.000    0.165    0.000 {method 'format' of 'str' objects}
25762/24268    0.013    0.000    0.163    0.000 {built-in method builtins.next}
     1474    0.162    0.000    0.162    0.000 {built-in method torch.stack}
      960    0.002    0.000    0.154    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/ticker.py:2173(tick_values)
7728/1104    0.085    0.000    0.151    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor_str.py:377(get_summarized_data)
        1    0.000    0.000    0.147    0.147 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/image.py:1550(imsave)
     1104    0.021    0.000    0.140    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/sklearn/utils/validation.py:93(_assert_all_finite)
      960    0.021    0.000    0.139    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/ticker.py:2100(_raw_ticks)
      852    0.007    0.000    0.135    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/text.py:737(draw)
      342    0.001    0.000    0.132    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:269(draw)
      601    0.002    0.000    0.132    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/font_manager.py:1238(findfont)
9061/8699    0.006    0.000    0.132    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/contextlib.py:132(__enter__)
        1    0.000    0.000    0.125    0.125 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/figure.py:1738(get_tightbbox)
       28    0.031    0.001    0.123    0.004 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/font_manager.py:1398(_findfont_cached)
     8834    0.046    0.000    0.123    0.000 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/logging/__init__.py:1611(findCaller)
      576    0.006    0.000    0.121    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:1533(get_minorticklocs)
  146/140    0.000    0.000    0.121    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/util.py:371(_inner)
    37/31    0.000    0.000    0.120    0.004 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:1149(parse_string)
  6429/31    0.015    0.000    0.120    0.004 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:977(_parseCache)
  6189/31    0.013    0.000    0.120    0.004 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:810(_parseNoCache)
  1894/31    0.002    0.000    0.119    0.004 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:4127(parseImpl)
        6    0.000    0.000    0.118    0.020 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/_mathtext.py:675(__init__)
    40848    0.048    0.000    0.116    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor.py:1048(__format__)
    95/56    0.000    0.000    0.115    0.002 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:5176(parseImpl)
   233/56    0.000    0.000    0.115    0.002 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:5066(parseImpl)
        6    0.000    0.000    0.114    0.019 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/_mathtext.py:2159(parse)
   426/24    0.000    0.000    0.112    0.005 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:283(wrapper)
        6    0.000    0.000    0.112    0.019 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/_mathtext.py:2196(math_string)
        1    0.002    0.002    0.108    0.108 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:1976(from_pretrained)
      369    0.001    0.000    0.108    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:820(_formatArray)
   672/89    0.001    0.000    0.107    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:4645(parseImpl)
15867/369    0.036    0.000    0.107    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:829(recurser)
   592/64    0.002    0.000    0.106    0.002 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:4375(parseImpl)
   624/54    0.001    0.000    0.106    0.002 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:5581(parseImpl)
        1    0.000    0.000    0.105    0.105 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2227(_from_pretrained)
      368    0.003    0.000    0.104    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/sklearn/base.py:537(_validate_data)
     3680    0.007    0.000    0.101    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor.py:1099(__iter__)
        2    0.000    0.000    0.100    0.050 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:1087(_validate_conn)
        1    0.000    0.000    0.100    0.100 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/urllib3/connection.py:658(connect)
        1    0.000    0.000    0.098    0.098 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backends/backend_pdf.py:823(finalize)
25794/21745    0.010    0.000    0.098    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:292(wrapper)
       66    0.000    0.000    0.097    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/image.py:138(flush_images)
   204906    0.090    0.000    0.090    0.000 {built-in method torch._C._get_tracing_state}
     3680    0.089    0.000    0.089    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
      576    0.001    0.000    0.087    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:1529(get_majorticklocs)
239121/236905    0.056    0.000    0.084    0.000 {built-in method builtins.isinstance}
      610    0.006    0.000    0.084    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/transforms.py:651(union)
      369    0.003    0.000    0.083    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:486(_get_format_function)
      577    0.001    0.000    0.078    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:1650(get_major_ticks)
      369    0.002    0.000    0.078    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:445(<lambda>)
      369    0.002    0.000    0.076    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:953(__init__)
    39744    0.013    0.000    0.076    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/torch/_tensor_str.py:239(_val_formatter)
   159/15    0.001    0.000    0.074    0.005 <frozen importlib._bootstrap>:1343(_find_and_load)
      369    0.019    0.000    0.074    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/numpy/_core/arrayprint.py:979(fillFormat)
   154/10    0.001    0.000    0.074    0.007 <frozen importlib._bootstrap>:1298(_find_and_load_unlocked)
        1    0.000    0.000    0.074    0.074 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/urllib3/connection.py:193(_new_conn)
        1    0.000    0.000    0.074    0.074 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/urllib3/util/connection.py:27(create_connection)
   146/10    0.000    0.000    0.073    0.007 <frozen importlib._bootstrap>:905(_load_unlocked)
   142/10    0.000    0.000    0.073    0.007 <frozen importlib._bootstrap_external>:988(exec_module)
        1    0.000    0.000    0.071    0.071 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backends/backend_pdf.py:1785(writeImages)
   338/16    0.000    0.000    0.071    0.004 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
       81    0.000    0.000    0.071    0.001 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/axis.py:1591(_get_tick)
   169/21    0.002    0.000    0.070    0.003 {built-in method builtins.exec}
     3926    0.007    0.000    0.070    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/transforms.py:1482(transform)
   447945    0.070    0.000    0.070    0.000 {method 'append' of 'list' objects}
        8    0.000    0.000    0.069    0.009 /home/logan/.local/share/uv/python/cpython-3.12.0-linux-x86_64-gnu/lib/python3.12/importlib/__init__.py:73(import_module)
        8    0.000    0.000    0.069    0.009 <frozen importlib._bootstrap>:1369(_gcd_import)
    114/7    0.000    0.000    0.069    0.010 {built-in method builtins.__import__}
   257/47    0.000    0.000    0.069    0.001 <frozen importlib._bootstrap>:1384(_handle_fromlist)
        4    0.000    0.000    0.068    0.017 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backend_bases.py:2001(_switch_canvas_and_return_print_method)
        1    0.000    0.000    0.068    0.068 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backend_bases.py:116(get_registered_canvas_class)
  302/206    0.000    0.000    0.067    0.000 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/pyparsing/core.py:5309(parseImpl)
        1    0.000    0.000    0.067    0.067 /home/logan/persona-research-internship/.venv/lib/python3.12/site-packages/matplotlib/backends/backend_pdf.py:1(<module>)
